PATH1	DURATION1	PATH2	DURATION2	OFFSET	TRANSCRIPT
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0055.wav	4.05	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0055.wav	4.0186875	-0.4439375	Grandfather likes to be modern in his language.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0200.wav	1.2	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0200.wav	0.902	0.2598125	suit
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0114.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0114.wav	0.8984375	0.3499375	knew
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0093.wav	1.2	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0093.wav	0.361375	0.6990625	car
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0148.wav	3.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0148.wav	3.9784375	-0.6939375	Nothing is as offensive as innocence.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0106.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0106.wav	0.2255	0.416375	beat
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0061.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0061.wav	0.865125	-0.268375	dagger
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0192.wav	1.05	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0192.wav	1.1386875	0.05725	knew
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0002.wav	6.0	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0002.wav	6.0461875	-0.0995	[say Eee-P-Ah repeatedly]
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0151.wav	1.8	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0151.wav	1.211375	0.1385	light
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0084.wav	1.2	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0084.wav	0.8570625	0.3988125	double
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0074.wav	1.2	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0074.wav	0.3484375	0.6561875	dark
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0085.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0085.wav	0.5955	0.82775	trouble
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0018.wav	1.5	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0018.wav	0.2989375	1.6029375	rate
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0196.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0196.wav	3.46525	0.156875	They carried me off on the stretcher.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0190.wav	2.85	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0190.wav	2.733625	-0.0288125	We gathered shells on the beach.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0095.wav	8.4	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0095.wav	5.5485	0.87025	When he speaks, his voice is just a bit cracked and quivers a trifle.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0047.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0047.wav	2.701875	0.12775	bug
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0110.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0110.wav	0.31925	0.2668125	up
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0161.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0161.wav	0.6491875	0.4638125	mut
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0042.wav	1.95	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0042.wav	1.6905625	0.2113125	lead [as in I will lead you]
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0036.wav	1.5	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0036.wav	1.7940625	1.731375	hair
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0164.wav	1.05	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0164.wav	0.706875	0.2166875	sigh
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0087.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0087.wav	1.5845625	0.062	storm
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0189.wav	1.95	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0189.wav	0.9053125	0.3931875	galore
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0173.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0173.wav	0.392875	0.32475	whoop
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0162.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0162.wav	0.0	1.4244375	fate
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0150.wav	3.0	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0150.wav	2.363	0.7155625	The train approached the depot slowly.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0104.wav	2.1	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0104.wav	0.142625	0.7085625	beat
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0152.wav	2.4	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0152.wav	1.783375	0.5610625	This was easy for us.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0045.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0045.wav	2.3473125	0.1111875	ship
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0105.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0105.wav	0.46375	0.5966875	swarm
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0111.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0111.wav	0.425875	1.0253125	warm
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0194.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0194.wav	2.9651875	0.076	I just try to do my best.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0138.wav	1.2	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0138.wav	0.760125	0.3475625	we're
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0009.wav	3.0	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0009.wav	0.1783125	1.0383125	goat
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0027.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0027.wav	1.0205625	-0.1750625	know
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0064.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0064.wav	0.7403125	0.3480625	one
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0068.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0068.wav	1.1278125	0.3234375	range
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0022.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0022.wav	1.0649375	0.883375	for
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0123.wav	3.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0123.wav	2.2633125	0.1455	[say OA as in cOAt in a very low pitch]
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0013.wav	1.8	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0013.wav	0.0	1.2000625	knew
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0202.wav	1.05	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0202.wav	0.681	0.549125	rocks
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0120.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0120.wav	0.0	1.1324375	meat
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0078.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0078.wav	0.3279375	0.5650625	bit
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0153.wav	1.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0153.wav	0.721	0.3683125	wish
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0144.wav	2.85	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0144.wav	2.69125	0.50875	I scrubbed the floors thoroughly.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0171.wav	1.2	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0171.wav	0.9700625	0.1575625	write
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0021.wav	1.5	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0021.wav	1.8643125	0.0375625	trade
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0017.wav	1.95	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0017.wav	1.778125	0.0773125	jacket
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0134.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0134.wav	0.673125	0.4345625	shear
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0118.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0118.wav	193.599875	0.22875	no
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0186.wav	0.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0186.wav	0.9004375	0.3296875	explore
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0193.wav	0.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0193.wav	1.4351875	-0.19175	sigh
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0071.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0071.wav	1.2533125	0.08625	trait
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0037.wav	6.6	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0037.wav	5.4299375	0.2293125	A long, flowing beard clings to his chin,
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0048.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0048.wav	1.0398125	1.047625	park
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0034.wav	1.5	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0034.wav	2.026375	0.432125	spark
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0197.wav	0.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0197.wav	0.552	0.370625	sway
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0122.wav	3.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0122.wav	2.255125	1.050375	[say OA as in cOAt in a very low pitch]
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0187.wav	0.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0187.wav	0.78475	0.172	hear
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0170.wav	3.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0170.wav	3.724125	0.2738125	All the big baseball players get traded.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0182.wav	3.45	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0182.wav	2.896125	0.555125	Are your grades higher or lower than Nancy's?
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0046.wav	2.25	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0046.wav	2.0755	0.3830625	bag
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0094.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0094.wav	0.0	1.9434375	feet
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0025.wav	11.25	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0025.wav	10.002375	0.1564375	Twice each day he plays skillfully and with zest upon our small organ.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0185.wav	3.0	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0185.wav	2.99325	0.1505	My sister made the flowered curtains.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0051.wav	1.5	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0051.wav	2.2958125	0.215875	rage
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0163.wav	2.1	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0163.wav	0.66325	0.2603125	tear [as in tear in my eye]
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0057.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0057.wav	1.5714375	0.2704375	train
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0070.wav	10.65	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0070.wav	10.3250625	0.4751875	giving those who observe him a pronounced feeling of the utmost respect.
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0058.wav	1.35	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0058.wav	0.480375	0.7196875	horn
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0001.wav	12.9	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0001.wav	10.9854375	1.0700625	[say Ah-P-Eee repeatedly]
/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_arrayMic/0109.wav	1.2	/home/shubham/TensorFlowASR/data/F/F03/Session1/wav_headMic/0109.wav	0.5625	0.609625	farm
